año,posición,título,artista,fecha_pico,género
2020,31,"""Someone You Loved"" ‡ (#8)",Lewis Capaldi,N/A,Disco
2020,16,"""Dance Monkey"" ‡ (#2)",Tones and I,N/A,Pop
2020,5,"""Lose You to Love Me"" ‡",Selena Gomez,N/A,"Electronic, Hip Hop"
2020,25,"""Don't Start Now"" ‡ (#6)",Dua Lipa,N/A,Pop
2020,10,"""Everything I Wanted"" ‡",Billie Eilish,N/A,"Electronic, Pop"
2020,11,"""Roxanne""",Arizona Zervas,N/A,"Pop Rap, Trap"
2020,10,"""Own It"" (#9)",Stormzy featuring Ed Sheeran & Burna Boy,N/A,N/A
2020,9,"""All I Want for Christmas Is You""",Mariah Carey,N/A,"Hip Hop, Funk / Soul"
2020,2,"""River""",Ellie Goulding,N/A,Pop
2020,8,"""Last Christmas""",Wham!,N/A,"Electronic, Pop"
